"PublisherLabel" "RegistrationDate" "Ethnicity" "Nationality" "Reason" "Need" "Age" "DecisionDate" "Decision" "DecisionCode"
"London Borough of Hounslow" 2005-04-08 "White: British" "Not Rec" "eviction - parents" "pregnant" 23 2005-05-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-08 "White: British" "Not Rec" "end AST not arrears" "vulnerable-mental illness" 42 2005-07-07 "resettlement case" 1
"London Borough of Hounslow" 2005-04-11 "Asian/AsBrit: Pakistani" "Not Rec" "eviction - relatives" "dependent children" 25 2005-04-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-11 "Black/BlkBrit: African" "UK National" "end AST not arrears" "dependent children" 37 2005-05-04 "Not Homeless" 4
"London Borough of Hounslow" 2005-04-11 "White: British" "Not Rec" "DV - partner" "domestic violence/ threat" 23 2005-05-24 "no priority need" 3
"London Borough of Hounslow" 2005-04-11 "Asian/AsBrit: Pakistani" "Not Rec" "end AST not arrears" "dependent children" 36 2005-06-27 "Not Homeless" 4
"London Borough of Hounslow" 2005-04-12 "White: Other" "Not Rec" "eviction - friends" "pregnant" 24 2005-04-12 "not elig, other" 5
"London Borough of Hounslow" 2005-04-12 "Asian/AsBrit: Indian" "Not Rec" "eviction - parents" "no priority need" 35 2005-04-14 "no priority need" 3
"London Borough of Hounslow" 2005-04-12 "White: British" "Not Rec" "DV - partner" "dependent children" 26 2005-04-15 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-12 "White: British" "UK National" "resident llord eviction" "dependent children" 38 2005-04-21 "Not Homeless" 4
"London Borough of Hounslow" 2005-04-12 "Asian/AsBrit: Pakistani" "Not Rec" "resident llord eviction" "dependent children" 40 2005-04-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-12 "Asian/AsBrit: Indian" "Not Rec" "end AST not arrears" "dependent children" 36 2005-04-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-12 "White: British" "Not Rec" "eviction - parents" "pregnant" 21 2005-04-28 "no priority need" 3
"London Borough of Hounslow" 2005-04-12 "White: British" "UK National" "eviction - parents" "vulnerable-mental illness" 35 2005-05-04 "no priority need" 3
"London Borough of Hounslow" 2005-04-12 "No Information Provided" "Not Rec" "eviction - parents" "dependent children" 29 2005-05-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-12 "White: British" "UK National" "eviction - parents" "vulnerable-mental illness" 35 2005-06-24 "resettlement case" 1
"London Borough of Hounslow" 2005-04-13 "Mixed: Other" "Not Rec" "rent arrears - private" "dependent children" 45 2005-04-20 "Not Homeless" 4
"London Borough of Hounslow" 2005-04-13 "White: British" "Not Rec" "eviction - parents" "pregnant" 17 2005-04-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-13 "White: British" "Not Rec" "eviction - relatives" "vulnerable - other" 22 2005-04-26 "resettlement case" 1
"London Borough of Hounslow" 2005-04-13 "Asian/AsBrit: Indian" "Not Rec" "changed immigration circs" "vulnerable - old age" 67 2005-06-22 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-14 "White: British" "Bulgaria" "eviction - parents" "dependent children" 19 2005-04-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-14 "Black/BlkBrit: Other" "Not Rec" "eviction - relatives" "dependent children" 57 2005-05-16 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-14 "Black/BlkBrit: African" "Not Rec" "eviction - friends" "dependent children" 36 2005-05-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-15 "Black/BlkBrit: African" "Non-EEA National" "rent arrears - private" "former refugee/ex-asylum" 37 2005-05-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-15 "White: British" "Not Rec" "eviction - parents" "young person 16/17 yrs" 17 2005-06-07 "resettlement case" 1
"London Borough of Hounslow" 2005-04-15 "White: British" "Not Rec" "eviction - parents" "young person 16/17 yrs" 20 2008-07-02 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-18 "White: British" "UK National" "relationshp brkdwn not DV" "vulnerable-mental illness" 21 2005-04-18 "no priority need" 3
"London Borough of Hounslow" 2005-04-18 "Black/BlkBrit: Other" "Not Rec" "eviction - friends" "pregnant" 22 2005-05-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-18 "Asian/AsBrit: Other" "Not Rec" "resident llord eviction" "dependent children" 29 2005-05-10 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-18 "Black/BlkBrit: African" "Non-EEA National" "eviction - relatives" "dependent children" 27 2005-05-23 "not elig, other" 5
"London Borough of Hounslow" 2005-04-18 "White: British" "UK National" "relationshp brkdwn not DV" "vulnerable-mental illness" 21 2005-06-07 "resettlement case" 1
"London Borough of Hounslow" 2005-04-18 "Asian/AsBrit: Indian" "Not Rec" "end AST not arrears" "dependent children" 35 2005-06-16 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-18 "White: British" "Not Rec" "eviction - friends" "dependent children" 44 2005-08-10 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-19 "White: British" "Not Rec" "other harassment" "dependent children" 38 2005-04-25 "management transfer" 1
"London Borough of Hounslow" 2005-04-19 "Black/BlkBrit: African" "Not Rec" "loss of rented - other" "emergency-fire/flood etc" 34 2005-04-25 "Not Homeless" 4
"London Borough of Hounslow" 2005-04-19 "White: British" "Not Rec" "DV - partner" "dependent children" 32 2005-04-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-19 "Black/BlkBrit: African" "Not Rec" "other" "dependent children" 25 2005-04-27 "Not Homeless" 4
"London Borough of Hounslow" 2005-04-19 "White: British" "Not Rec" "other harassment" "dependent children" 26 2005-04-28 "management transfer" 1
"London Borough of Hounslow" 2005-04-19 "White: British" "Not Rec" "rent arrears - private" "dependent children" 52 2005-05-03 "Not Homeless" 4
"London Borough of Hounslow" 2005-04-19 "Black/BlkBrit: Other" "Not Rec" "end NASS accommodation" "young person 16/17 yrs" 16 2005-05-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-19 "Other" "UK National" "other" "dependent children" 29 2005-05-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-19 "Other" "Not Rec" "eviction - relatives" "dependent children" 23 2005-06-03 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-19 "White: British" "Not Rec" "eviction - relatives" "dependent children" 21 2005-06-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-19 "White: British" "Not Rec" "eviction - parents" "vulnerable - other" 21 2005-09-19 "resettlement case" 1
"London Borough of Hounslow" 2005-04-20 "Black/BlkBrit: Caribbean" "Not Rec" "eviction - parents" "young person 16/17 yrs" 17 2005-05-04 "resettlement case" 1
"London Borough of Hounslow" 2005-04-20 "White: British" "Not Rec" "rent arrears - LA" "vulnerable - physical" 37 2005-05-04 "no priority need" 3
"London Borough of Hounslow" 2005-04-20 "Asian/AsBrit: Indian" "Not Rec" "eviction - parents" "pregnant" 18 2005-06-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-21 "Black/BlkBrit: African" "Not Rec" "eviction - friends" "pregnant" 19 2005-04-22 "Not Homeless" 4
"London Borough of Hounslow" 2005-04-21 "Black/BlkBrit: African" "Not Rec" "resident llord eviction" "dependent children" 28 2005-04-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-21 "White: British" "Not Rec" "eviction - parents" "pregnant" 22 2005-05-04 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-21 "White: British" "Not Rec" "eviction - parents" "pregnant" 17 2005-05-19 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-21 "Black/BlkBrit: African" "UK National" "end NASS accommodation" "vulnerable - physical" 23 2005-05-31 "resettlement case" 1
"London Borough of Hounslow" 2005-04-21 "Asian/AsBrit: Other" "Not Rec" "eviction - relatives" "vulnerable-mental illness" 20 2005-06-29 "resettlement case" 1
"London Borough of Hounslow" 2005-04-22 "Black/BlkBrit: African" "Not Rec" "end NASS accommodation" "pregnant" 33 2005-05-05 "section 198 out" 1
"London Borough of Hounslow" 2005-04-22 "White: British" "Not Rec" "eviction - parents" "dependent children" 27 2005-05-18 "no priority need" 3
"London Borough of Hounslow" 2005-04-22 "White: British" "Not Rec" "eviction - parents" "dependent children" 37 2005-05-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-22 "White: British" "Not Rec" "end AST not arrears" "dependent children" 42 2005-05-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-22 "Black/BlkBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 31 2005-05-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-22 "White: British" "Not Rec" "eviction - parents" "dependent children" 20 2005-06-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-22 "White: British" "Not Rec" "eviction - parents" "pregnant" 19 2005-06-27 "resettlement case" 1
"London Borough of Hounslow" 2005-04-25 "White: British" "Not Rec" "eviction - friends" "no priority need" 44 2005-05-03 "no priority need" 3
"London Borough of Hounslow" 2005-04-25 "Asian/AsBrit: Pakistani" "Not Rec" "eviction - parents" "dependent children" 33 2005-05-10 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-25 "White: British" "UK National" "eviction - parents" "young person 16/17 yrs" 16 2005-05-12 "Not Homeless" 4
"London Borough of Hounslow" 2005-04-25 "White: British" "Not Rec" "other" "dependent children" 28 2005-05-13 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-25 "White: British" "UK National" "mortgage arrears" "dependent children" 38 2005-05-17 "Not Homeless" 4
"London Borough of Hounslow" 2005-04-25 "White: British" "Not Rec" "rent arrears - private" "dependent children" 24 2005-05-24 "Intentionally homeless" 2
"London Borough of Hounslow" 2005-04-25 "Black/BlkBrit: African" "Not Rec" "eviction - friends" "vulnerable - old age" 68 2005-06-07 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-25 "White: British" "Not Rec" "eviction - parents" "pregnant" 24 2005-06-13 "Not Homeless" 4
"London Borough of Hounslow" 2005-04-25 "White: British" "Not Rec" "eviction - parents" "dependent children" 32 2005-06-21 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-26 "White: Other" "Not Rec" "eviction - relatives" "vulnerable - physical" 39 2005-05-04 "no priority need" 3
"London Borough of Hounslow" 2005-04-26 "Black/BlkBrit: Caribbean" "Not Rec" "loss of rented - other" "vulnerable - physical" 39 2005-05-12 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-26 "White: British" "Not Rec" "eviction - parents" "young person 16/17 yrs" 16 2005-05-23 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-26 "White: British" "Not Rec" "relationshp brkdwn not DV" "dependent children" 34 2005-06-08 "Not Homeless" 4
"London Borough of Hounslow" 2005-04-26 "White: British" "Not Rec" "other harassment" "vulnerable - physical" 28 2005-06-15 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-27 "White: British" "Not Rec" "eviction - parents" "domestic violence/ threat" 32 2005-06-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-28 "Asian/AsBrit: Indian" "Not Rec" "eviction - relatives" "vulnerable - physical" 50 2005-04-29 "Not Homeless" 4
"London Borough of Hounslow" 2005-04-28 "Other" "Not Rec" "end NASS accommodation" "vulnerable-mental illness" 34 2005-05-06 "Not Homeless" 4
"London Borough of Hounslow" 2005-04-28 "Asian/AsBrit: Pakistani" "Not Rec" "other" "dependent children" 55 2005-05-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-28 "Black/BlkBrit: Other" "Not Rec" "eviction - relatives" "dependent children" 31 2005-06-07 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-29 "White: British" "Not Rec" "eviction - relatives" "care leaver under 21 yrs" 20 2005-05-09 "not elig, other" 5
"London Borough of Hounslow" 2005-04-29 "White: British" "Not Rec" "eviction - parents" "dependent children" 25 2005-05-10 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-29 "Asian/AsBrit: Pakistani" "Not Rec" "other" "dependent children" 42 2005-05-12 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-04-29 "White: British" "Not Rec" "leaving hospital" "vulnerable-mental illness" 26 2005-06-29 "resettlement case" 1
"London Borough of Hounslow" 2005-04-29 "White: British" "Not Rec" "eviction - parents" "young person 16/17 yrs" 18 2005-08-18 "Intentionally homeless" 2
"London Borough of Hounslow" 2005-05-03 "Other" "Not Rec" "eviction - friends" "vulnerable - old age" 69 2005-05-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-05-03 "White: British" "Not Rec" "eviction - friends" "dependent children" 32 2005-07-04 "Not Homeless" 4
"London Borough of Hounslow" 2005-05-03 "White: British" "Not Rec" "eviction - friends" "vulnerable - physical" 48 2005-08-23 "resettlement case" 1
"London Borough of Hounslow" 2005-05-03 "White: British" "Not Rec" "DV - partner" "vulnerable - physical" 22 2006-01-20 "resettlement case" 1
"London Borough of Hounslow" 2005-05-04 "White: British" "Not Rec" "eviction - parents" "young person 16/17 yrs" 17 2005-05-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-05-04 "White: British" "Not Rec" "relationshp brkdwn not DV" "vulnerable-mental illness" 26 2005-06-03 "resettlement case" 1
"London Borough of Hounslow" 2005-05-05 "Black/BlkBrit: African" "Not Rec" "end AST not arrears" "dependent children" 26 2005-05-11 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-05-05 "Asian/AsBrit: Pakistani" "Not Rec" "eviction - friends" "dependent children" 33 2005-05-11 "not elig, other" 5
"London Borough of Hounslow" 2005-05-05 "White: Other" "Not Rec" "end AST not arrears" "dependent children" 47 2005-05-16 "Not Homeless" 4
"London Borough of Hounslow" 2005-05-05 "Mixed: Other" "UK National" "DV - partner" "domestic violence/ threat" 20 2005-05-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-05-05 "White: Other" "Not Rec" "eviction - relatives" "dependent children" 23 2005-06-09 "Not Homeless" 4
"London Borough of Hounslow" 2005-05-05 "White: British" "Not Rec" "eviction - parents" "young person 16/17 yrs" 16 2005-06-10 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-05-05 "White: British" "Not Rec" "DV - partner" "dependent children" 38 2005-06-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-05-05 "White: British" "Not Rec" "eviction - friends" "vulnerable - physical" 42 2005-06-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-05-06 "White: Other" "Not Rec" "end NASS accommodation" "dependent children" 41 2005-05-12 "not elig, other" 5
"London Borough of Hounslow" 2005-05-06 "Black/BlkBrit: African" "Not Rec" "eviction - friends" "young person 16/17 yrs" 17 2005-05-13 "Not Homeless" 4
"London Borough of Hounslow" 2005-05-06 "White: British" "Not Rec" "eviction - parents" "young person 16/17 yrs" 16 2005-05-13 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-05-06 "White: Other" "Other EEA National" "rent arrears - private" "dependent children" 29 2005-05-17 "Not Homeless" 4
"London Borough of Hounslow" 2005-05-06 "Asian/AsBrit: Other" "Not Rec" "DV - partner" "dependent children" 25 2005-05-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-05-06 "White: Irish" "Other EEA National" "eviction - relatives" "vulnerable - old age" 61 2005-05-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-05-06 "Black/BlkBrit: African" "Not Rec" "eviction - friends" "pregnant" 24 2005-06-02 "section 198 out" 1
"London Borough of Hounslow" 2005-05-09 "White: British" "Not Rec" "eviction - parents" "dependent children" 27 2005-05-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-05-09 "Asian/AsBrit: Other" "Not Rec" "rent arrears - private" "dependent children" 34 2005-05-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2005-05-09 "Mixed: Other" "Not Rec" "rent arrears - private" "dependent children" 35 2005-06-06 "Intentionally homeless" 2
"London Borough of Hounslow" 2005-05-09 "White: Other" "Not Rec" "eviction - parents" "dependent children" 19 2005-06-14 "approved permanent rehous" 1
